name;id;image;searched on twitter;twitter image;twitter;twitter description;Bestätigt
Mathilde Panot;Q30343128;http://commons.wikimedia.org/wiki/Special:FilePath/Mathilde%20Panot%20en%202017.jpg;FALSCH;;MathildePanot;;WAHR
Mathieu Lefèvre;Q112654129;;FALSCH;;MathieuMlefevre;;WAHR
Bryan Masson;Q112639241;http://commons.wikimedia.org/wiki/Special:FilePath/BRYAN%20MASSON%20EN%20C%C3%89R%C3%89MONIE.jpg;FALSCH;;MassonBryan;;WAHR
Martine Étienne;Q112651277;;FALSCH;;MartineETIENNE6;;WAHR
Alexandra Martin;Q112639321;;FALSCH;;MartinAlex06;;WAHR
Sandra Marsaud;Q30349074;http://commons.wikimedia.org/wiki/Special:FilePath/Sandra%20Marsaud%202019.jpg;FALSCH;;MARSAUDSandra;;WAHR
Christophe Marion;Q80103374;http://commons.wikimedia.org/wiki/Special:FilePath/Christophe%20Marion%20D%C3%A9put%C3%A9.jpg http://commons.wikimedia.org/wiki/Special:FilePath/Christophe%20Marion%20D%C3%A9put%C3%A9.jpg;FALSCH;;MarionDepute41;;WAHR
Marine Hamelet;Q112652898;http://commons.wikimedia.org/wiki/Special:FilePath/Marine%20Hamelet%20juin2022.jpg;FALSCH;;marine_hamelet;;WAHR
Marie Pochon;Q112249169;;FALSCH;;MariePochon;;WAHR
Marie Lebec;Q30336075;http://commons.wikimedia.org/wiki/Special:FilePath/Marie%20Lebec.jpg;FALSCH;;MarieLebec78;;WAHR
Marianne Maximi;Q112635593;;FALSCH;;MarianneMaximi;;WAHR
Marc Le Fur;Q3288193;http://commons.wikimedia.org/wiki/Special:FilePath/Photo%20Marc%20Le%20Fur.jpg;FALSCH;;marclefur;;WAHR
Matthieu Marchio;Q112636857;http://commons.wikimedia.org/wiki/Special:FilePath/Somain%20-%20Matthieu%20Marchio%2C%20candidat%20parachut%C3%A9%20par%20le%20Rassemblement%20national%2C%20faisant%20du%20bo%C3%AEtage%20pour%20les%20municipales%2C%204%20janvier%202020.JPG;FALSCH;;MarchioMatthieu;;WAHR
Marcellin Nadeau;Q65594337;;WAHR;https://pbs.twimg.com/profile_images/1587291061512245249/RUV9z0ub_normal.jpg;marcellinnadeau;Co président de @peyia_martinique | Député de la Martinique @assembleenationale | Conseiller territorial @ctm_martinique;WAHR
Marie-Agnès Poussier-Winsback;Q16663006;;FALSCH;;mapoussier;;WAHR
Manon Meunier;Q112653377;;FALSCH;;ManonMeunier_UP;;WAHR
Marjolaine Meynier-Millefert;Q30378641;http://commons.wikimedia.org/wiki/Special:FilePath/Marjolaine%20Meynier-Millefert.jpg;FALSCH;;M_MeynierM;;WAHR
Lysiane Métayer;Q112651333;http://commons.wikimedia.org/wiki/Special:FilePath/Lysiane%20M%C3%A9tayer.jpg;FALSCH;;Lysiane_Metayer;;WAHR
Laurence Vichnievsky;Q281455;http://commons.wikimedia.org/wiki/Special:FilePath/Laurence%20Vichnievsky.jpg;FALSCH;;LVichnievsky;;WAHR
Ludovic Mendes;Q30525139;http://commons.wikimedia.org/wiki/Special:FilePath/Ludovic%20Mendes%20%C3%A0%20l%27Assembl%C3%A9e%20nationale.jpg;FALSCH;;ludovicMDS;;WAHR
Laurence Robert-Dehault;Q63763665;http://commons.wikimedia.org/wiki/Special:FilePath/Laurence%20Robert-Dehault%20d%C3%A9put%C3%A9%20de%20Haute-Marne.jpg;FALSCH;;LRDehault;;WAHR
Louise Morel;Q112651884;;FALSCH;;louisemorel11;;WAHR
Louis Boyard;Q112654108;http://commons.wikimedia.org/wiki/Special:FilePath/Louis%20Boyard.jpg;FALSCH;;LouisBoyard;;WAHR
Aurélien Lopez-Liguori;Q112650438;;FALSCH;;LopezLiguori;;WAHR
Loïc Kervran;Q30339229;http://commons.wikimedia.org/wiki/Special:FilePath/Lo%C3%AFc%20Kervran.jpg;FALSCH;;LoicKervran18;;WAHR
Laurent Marcangeli;Q2514772;;FALSCH;;LMarcangeli;;WAHR
Laurence Maillart-Méhaignerie;Q30334244;http://commons.wikimedia.org/wiki/Special:FilePath/Laurence%20Maillart-M%C3%A9haignerie.jpg;FALSCH;;LMaillart;;WAHR
Laurent Jacobelli;Q17632457;http://commons.wikimedia.org/wiki/Special:FilePath/Laurent%20Jacobelli.jpg;FALSCH;;ljacobelli;;WAHR
Lisette Pollet;Q112649617;;FALSCH;;LisettePollet;;WAHR
Lise Magnier;Q30377001;;FALSCH;;lise_magnier;;WAHR
Lisa Belluco;Q112654007;;FALSCH;;LisaBelluco;;WAHR
Lionel Vuibert;Q65606314;http://commons.wikimedia.org/wiki/Special:FilePath/Lionel%20VUIBERT.jpg;FALSCH;;LionelVuibert;;WAHR
Lionel Tivoli;Q63371180;;FALSCH;;Lionel_Tivoli;;WAHR
Liliane Tanguy;Q30339307;http://commons.wikimedia.org/wiki/Special:FilePath/Liliane%20Tanguy.jpg;FALSCH;;LilianeTang;;WAHR
Laurence Heydel Grillere;Q113212567;;FALSCH;;lheydelgrillere;;WAHR
Fabrice Le Vigoureux;Q30348996;;FALSCH;;LeVigoureuxF;;WAHR
Katiana Levavasseur;Q112649766;;WAHR;https://pbs.twimg.com/profile_images/1577994276419551232/Hc20E20B_normal.jpg;LevavasseurK;Députée de la 2ème circonscription de l'Eure.????;WAHR
Gérard Leseul;Q99627615;http://commons.wikimedia.org/wiki/Special:FilePath/Gerard%20Leseul%20-%20Portrait.jpg;FALSCH;;leseulg;;WAHR
Léo Walter;Q112570805;;FALSCH;;LeoWalter04;;WAHR
Jérôme Legavre;Q112642707;http://commons.wikimedia.org/wiki/Special:FilePath/J%C3%A9r%C3%B4me%20LEGAVRE.png;FALSCH;;LegavreJerome;;WAHR
Charlotte Lecocq;Q30530300;http://commons.wikimedia.org/wiki/Special:FilePath/CharlotteLecocq.jpg;FALSCH;;lecocqcharlotte;;WAHR
Charlotte Lecocq;Q30530300;http://commons.wikimedia.org/wiki/Special:FilePath/CharlotteLecocq.jpg;FALSCH;;lecocqcharlotte;;WAHR
Élise Leboucher;Q112652414;http://commons.wikimedia.org/wiki/Special:FilePath/%C3%89lise%20Leboucher%20Wikip%C3%A9dia.jpg;FALSCH;;leboucher_elise;;WAHR
Michel Lauzzana;Q30497440;;FALSCH;;lauzzanamichel;;WAHR
Laurent Esquenet-Goxes;Q113376041;;WAHR;https://pbs.twimg.com/profile_images/1594778580780826624/sAKvnBE0_normal.jpg;LaurentESQUENET;???? Député du #Lauragais | @DeputesDem à l’@assembleeNat | VP ?? &???| Commission @AN_AfCult #Culture?? #Education | Délégué @MoDem 31 | #circo3110;WAHR
Laurence Cristol;Q63766076;;FALSCH;;LaurenceCristol;;WAHR
Laure Lavalette;Q112308110;;FALSCH;;LaureLavalette;;WAHR
Laurent Alexandre;Q98249705;;FALSCH;;LauAlexandre12;;WAHR
Mohamed Laqhila;Q30334718;http://commons.wikimedia.org/wiki/Special:FilePath/Mohamed%20Laqhila%2002.jpg;FALSCH;;laqhila;;WAHR
Luc Lamirault;Q63765672;;FALSCH;;LamiraultLuc;;WAHR
Julie Laernoes;Q112650708;;FALSCH;;laernoes;;WAHR
Bastien Lachaud;Q30349862;http://commons.wikimedia.org/wiki/Special:FilePath/Bastien%20Lachaud%20en%202017.jpg;FALSCH;;LachaudB;;WAHR
Daniel Labaronne;Q30335887;http://commons.wikimedia.org/wiki/Special:FilePath/Daniel%20Labaronne.jpg;FALSCH;;LabaronneDaniel;;WAHR
Laëtitia Saint-Paul;Q30389297;http://commons.wikimedia.org/wiki/Special:FilePath/Laetitia%20Saint%20Paul%20-%20Saumur.jpg;FALSCH;;l_saintpaul;;WAHR
Louis Margueritte;Q112652351;;FALSCH;;l_margueritte;;WAHR
Brigitte Klinkert;Q63764562;http://commons.wikimedia.org/wiki/Special:FilePath/Brigitte%20Klinkert%20en%202021.jpg;FALSCH;;KlinkertBrigitt;;WAHR
Fadila Khattabi;Q30349301;http://commons.wikimedia.org/wiki/Special:FilePath/Fadila%20Khattabi.jpg;FALSCH;;KhattabiF;;WAHR
Fatiha Keloua Hachi;Q112653927;http://commons.wikimedia.org/wiki/Special:FilePath/Fatihakelouahachiportrait2.jpg;FALSCH;;KelouaF;;WAHR
Rachel Kéké;Q109681600;http://commons.wikimedia.org/wiki/Special:FilePath/Rachel%20Keke%202021.jpg;FALSCH;;kekerachel;;WAHR
Karl Olive;Q3193433;http://commons.wikimedia.org/wiki/Special:FilePath/Karl%20Olive%20%C3%A0%20Poissy.jpg;FALSCH;;KARLOLIVE;;WAHR
Karine Lebon;Q99670641;http://commons.wikimedia.org/wiki/Special:FilePath/Mme%20Karine%20Lebon.jpg;FALSCH;;KarineLebon;;WAHR
Karen Erodi;Q112652886;;FALSCH;;KarenErodi;;WAHR
Marietta Karamanli;Q3293018;;FALSCH;;karamanli72;;WAHR
Mansour Kamardine;Q3286565;;FALSCH;;Kamardine_M;;WAHR
Kévin Pfeffer;Q62388344;;FALSCH;;K_Pfeffer;;WAHR
Karim Ben Cheikh;Q73414972;;FALSCH;;K_BenCheikh;;WAHR
Jean-Victor Castor;Q112628313;;FALSCH;;JVCastorGuyane;;WAHR
Justine Gruet;Q112650572;;FALSCH;;JustineGruet;;WAHR
Julien Odoul;Q41102798;http://commons.wikimedia.org/wiki/Special:FilePath/Julien%20Odoul%20-%20Besan%C3%A7on%2025-04-2019%20-%20Toufik-de-Planoise.jpg;FALSCH;;JulienOdoul;;WAHR
Julien Dive;Q23374860;http://commons.wikimedia.org/wiki/Special:FilePath/Julien%20Dive.jpg;FALSCH;;JulienDive;;WAHR
Julien Bayou;Q3189355;http://commons.wikimedia.org/wiki/Special:FilePath/20210819%20Julien%20Bayou.jpg;FALSCH;;julienbayou;;WAHR
Julie Delpech;Q112652500;;FALSCH;;juliedelpech72;;WAHR
Jean-René Cazeneuve;Q30417849;http://commons.wikimedia.org/wiki/Special:FilePath/Photo%20Jean-Ren%C3%A9%20Cazeneuve.jpg;FALSCH;;jrcazeneuve;;WAHR
Jean-Pierre Taite;Q62887880;;FALSCH;;JPIerre_Taite;;WAHR
Jean-Philippe Tanguy;Q46138822;http://commons.wikimedia.org/wiki/Special:FilePath/JeanPhilippe%20Tanguy.jpg;FALSCH;;Jphtanguy;;WAHR
Jérémie Patrier-Leitus;Q112641192;;FALSCH;;JPatrierLeitus;;WAHR
Jean-Philippe Nilor;Q3168847;;WAHR;https://pbs.twimg.com/profile_images/1592560649074352136/CnQhYgoE_normal.jpg;jp_nilor;Député de Martinique,;WAHR
Jean-Paul Mattei;Q30378193;;FALSCH;;jp_mattei;;WAHR
Josy Poueyto;Q30343078;http://commons.wikimedia.org/wiki/Special:FilePath/Josy%20Poueyto.jpg;FALSCH;;josypoueyto;;WAHR
Jorys Bovet;Q112638094;;FALSCH;;JorysB3;;WAHR
Joris Hébrard;Q28495630;http://commons.wikimedia.org/wiki/Special:FilePath/JORIS.jpg;WAHR;;Joris_Hebrard;;WAHR
Jordan Guitton;Q112636598;;FALSCH;;jordan_guitton;;WAHR
Johnny Hajjar;Q112632770;;FALSCH;;JohnnyHajjarMQ;;WAHR
Joëlle Mélin;Q17155333;http://commons.wikimedia.org/wiki/Special:FilePath/Debate%20on%20Climate%20Change%20-%20with%20Jo%C3%ABlle%20M%C3%89LIN%20%28ENF%29%20%2846644560544%29.jpg;FALSCH;;joellemelinrn;;WAHR
Joël Giraud;Q637002;http://commons.wikimedia.org/wiki/Special:FilePath/Jo%C3%ABl%20Giraud.jpg;FALSCH;;JoelGiraud05;;WAHR
Jocelyn Dessigny;Q112649553;;FALSCH;;JocelynDessigny;;WAHR
Jean-Noël Barrot;Q30339198;http://commons.wikimedia.org/wiki/Special:FilePath/Jean%20Noel%20Barrot%20AN%2016809.JPG;FALSCH;;jnbarrot;;WAHR
Jean-Marc Zulesi;Q30334480;http://commons.wikimedia.org/wiki/Special:FilePath/Jean-Marc%20Zulesi%202.jpg;FALSCH;;jmzulesi;;WAHR
Julie Lechanteux;Q63607678;;FALSCH;;JLechanteux;;WAHR
Jean-Louis Bricout;Q3166655;http://commons.wikimedia.org/wiki/Special:FilePath/Jean-Louis%20Bricout.jpg;FALSCH;;jlbricout;;WAHR
Jean-Louis Bourlanges;Q711098;http://commons.wikimedia.org/wiki/Special:FilePath/Bayrou%20Bercy%202007-04-18%20n29.jpg;FALSCH;;JLBourlanges;;WAHR
Jean-Louis Thiériot;Q3166993;http://commons.wikimedia.org/wiki/Special:FilePath/Jean-Louis%20Thi%C3%A9riot.jpg;FALSCH;;JL_Thieriot;;WAHR
Jean-Jacques Gaultier;Q3166272;http://commons.wikimedia.org/wiki/Special:FilePath/Jean-Jacques%20Gaultier%2020171214.jpg;FALSCH;;JJ_Gaultier;;WAHR
Jimmy Pahun;Q3179100;http://commons.wikimedia.org/wiki/Special:FilePath/FIL%202017%20-%20Jimmy%20Pahun%20-%208449.jpg;FALSCH;;JimmyPahun;;WAHR
Jean-Hugues Ratenon;Q30334352;http://commons.wikimedia.org/wiki/Special:FilePath/Jean-Hugues%20Ratenon.jpg;FALSCH;;JhRatenon;;WAHR
Jean-François Portarrieu;Q30503261;http://commons.wikimedia.org/wiki/Special:FilePath/Photo%20de%20Jean-Fran%C3%A7ois%20Portarrieu.jpg;FALSCH;;jfportarrieu;;WAHR
Jean-François Coulomme;Q112642209;http://commons.wikimedia.org/wiki/Special:FilePath/2022-07-10%2016-37-30%20JFC%20terrain.jpg;FALSCH;;jfcoulomme;;WAHR
Jean-François Rousset;Q112639678;;FALSCH;;JF_Rousset2;;WAHR
Jean-François Lovisolo;Q63766761;http://commons.wikimedia.org/wiki/Special:FilePath/Carpentras%20-%20inauguration%20local%20de%20campagneJean-Fran%C3%A7ois%20Lovisolo%20%285%C3%A8me%20circonscription%29.jpg;FALSCH;;jf_lovisolo;;WAHR
Jean-Félix Acquaviva;Q30339348;http://commons.wikimedia.org/wiki/Special:FilePath/Jean-F%C3%A9lix%20Acquaviva%2C%20%C3%A9lu%20d%C3%A9put%C3%A9%20nationaliste%20de%20la%202e%20conscription%20de%20Haute-Corse%201-10%20screenshot.png;FALSCH;;JF_Acquaviva;;WAHR
Jérôme Nury;Q28496177;http://commons.wikimedia.org/wiki/Special:FilePath/J%C3%A9r%C3%B4me%20Nury%2002.jpg;FALSCH;;jeromenury;;WAHR
Jérôme Guedj;Q3190925;http://commons.wikimedia.org/wiki/Special:FilePath/J%C3%A9r%C3%B4me%20Guedj%202010.jpg;FALSCH;;JeromeGuedj;;WAHR
Jean Terlier;Q30391203;;FALSCH;;JeanTerlier;;WAHR
Jean-Pierre Pont;Q3169663;;FALSCH;;JeanPierrePont;;WAHR
Jean-Marie Fiévet;Q30349293;http://commons.wikimedia.org/wiki/Special:FilePath/Jean-Marie%20Fi%C3%A9vet.jpg;FALSCH;;JeanMarieFIEVET;;WAHR
Jean-Marc Tellier;Q63763998;;FALSCH;;jeanmarctellier;;WAHR
Jean-Claude Raux;Q98231860;http://commons.wikimedia.org/wiki/Special:FilePath/Jean-ClaudeRaux2.jpg;FALSCH;;JeanClaudeRaux;;WAHR
Jean-Luc Fugit;Q30339272;http://commons.wikimedia.org/wiki/Special:FilePath/Jean-Luc%20Fugit.jpg;FALSCH;;Jean_LucFUGIT;;WAHR
Jean-Philippe Ardouin;Q30345412;http://commons.wikimedia.org/wiki/Special:FilePath/Jean-Philippe%20Ardouin.jpg;FALSCH;;jean_ardouin;;WAHR
Jean-Charles Larsonneur;Q30343212;;FALSCH;;JCLarsonneur;;WAHR
Joël Aviragnet;Q17350680;http://commons.wikimedia.org/wiki/Special:FilePath/Jo%C3%ABl%20Aviragnet%2004.jpg;FALSCH;;JAviragnet;;WAHR
Julien Rancoule;Q112639781;;FALSCH;;J_Rancoule;;WAHR
Jean-Pierre Vigier;Q3169815;;FALSCH;;J_PVigier;;WAHR
Jacqueline Maquet;Q3157761;http://commons.wikimedia.org/wiki/Special:FilePath/Lens%20-%20Sochaux%20%2815-09-2018%29%2037.jpg;FALSCH;;J_Maquet6202;;WAHR
Jean-Michel Jacques;Q30338881;http://commons.wikimedia.org/wiki/Special:FilePath/Jean-Michel-Jacques.jpg;FALSCH;;J_M_Jacques;;WAHR
Josiane Corneloup;Q30392574;http://commons.wikimedia.org/wiki/Special:FilePath/Josiane%20Corneloup.jpg;FALSCH;;J_Corneloup;;WAHR
Isabelle Valentin;Q30342993;http://commons.wikimedia.org/wiki/Special:FilePath/Isabelle%20Valentin%20%28cropped%29.jpg;FALSCH;;isavalentin43;;WAHR
Isabelle Santiago;Q63765654;;FALSCH;;isasantiago_94;;WAHR
Isabelle Périgault;Q62077510;;FALSCH;;IsabellePERIGA2;;WAHR
Isabelle Rauch;Q30386520;http://commons.wikimedia.org/wiki/Special:FilePath/Isabelle%20Rauch.jpg;FALSCH;;isabelle_rauch;;WAHR
Jérémie Iordanoff;Q112650363;;FALSCH;;iordanoff;;WAHR
Iñaki Echaniz;Q112651732;;FALSCH;;Inakiechaniz;;WAHR
Ian Boucard;Q30341918;http://commons.wikimedia.org/wiki/Special:FilePath/2022-11-19%2012-02-26%20commemo-Belfort.jpg;FALSCH;;IanBoucard;;WAHR
Huguette Tiegna;Q30337193;http://commons.wikimedia.org/wiki/Special:FilePath/Huguette%20Tiegna.jpg;FALSCH;;Huguette_Tiegna;;WAHR
Hubert Wulfranc;Q30392260;http://commons.wikimedia.org/wiki/Special:FilePath/Hubert%20Wulfranc%2002.jpg;FALSCH;;HubertWulfranc;;WAHR
Hubert Ott;Q112652467;http://commons.wikimedia.org/wiki/Special:FilePath/Pr%C3%A9sentation%20de%20la%20liste%20%C3%A0%20S%C3%A9lestat%20%284336283928%29.jpg;FALSCH;;HubertOttAlsace;;WAHR
Hubert Julien-Laferrière;Q16642462;http://commons.wikimedia.org/wiki/Special:FilePath/Hubert%20Julien-Laferri%C3%A8re%202012.jpg;FALSCH;;hub_laferriere;;WAHR
Hervé Saulignac;Q19958573;;FALSCH;;hsaulignac;;WAHR
Hervé Berville;Q30223120;http://commons.wikimedia.org/wiki/Special:FilePath/Herv%C3%A9%20Berville%20%28cropped%29.jpg;FALSCH;;herveberville;;WAHR
Pierre Henriet;Q30349445;http://commons.wikimedia.org/wiki/Special:FilePath/Pierre-Henriet.jpg;FALSCH;;HenrietPierre;;WAHR
Henri Alfandari;Q98238527;;WAHR;https://pbs.twimg.com/profile_images/1603082552033656841/3mOX4Mws_normal.jpg;Henri_Alfandari;Député de la 3ème circonscription d'Indre-et-Loire Conseiller départemental, Ancien Maire de Genillé, Groupe Horizons;WAHR
Hendrik Davi;Q112636212;;FALSCH;;hendrik_davi;;WAHR
Hélène Laporte;Q60604421;http://commons.wikimedia.org/wiki/Special:FilePath/H%C3%A9l%C3%A8ne%20Laporte%20%28cropped%29.jpg;FALSCH;;helenelaportern;;WAHR
Hervé de Lépinau;Q45029395;http://commons.wikimedia.org/wiki/Special:FilePath/De%20Lepineau%20Herv%C3%A9.JPG;FALSCH;;hdelepinau;;WAHR
Hadrien Ghomi;Q62556737;;FALSCH;;HadrienGhomi;;WAHR
Hadrien Clouet;Q112649548;;FALSCH;;HadrienClouet;;WAHR
Guy Bricout;Q30349651;;FALSCH;;GuyBricout;;WAHR
David Guiraud;Q112651457;;FALSCH;;GuiraudInd;;WAHR
Guillaume Kasbarian;Q30497082;http://commons.wikimedia.org/wiki/Special:FilePath/Guillaume%20Kasbarian.jpg;FALSCH;;guillaumekasba;;WAHR
Guillaume Garot;Q3119861;http://commons.wikimedia.org/wiki/Special:FilePath/Guillaume%20Garot%202012.jpg;FALSCH;;guillaumegarot;;WAHR
Graziella Melchior;Q30339298;;FALSCH;;GrazieMelchior;;WAHR
Géraldine Grangier;Q112642381;;FALSCH;;GrangierGe;;WAHR
José Gonzalez;Q63371021;;FALSCH;;GonzalezJoseRN;;WAHR
Gisèle Lelouis;Q112639975;;FALSCH;;gisele_lelouis;;WAHR
Éric Girardin;Q30349369;http://commons.wikimedia.org/wiki/Special:FilePath/Eric%20GIRARDIN%20d%C3%A9put%C3%A9%20de%20la%20Marne%20-%20d%C3%A9bat.jpg;FALSCH;;GirardinEric;;WAHR
Gilles Le Gendre;Q30528115;http://commons.wikimedia.org/wiki/Special:FilePath/Gilles-Le-Gendre.jpg;FALSCH;;GillesLeGendre;;WAHR
Luc Geismar;Q97704796;http://commons.wikimedia.org/wiki/Special:FilePath/20-LUC-GEISMAR-shooting-2-9373-r.jpg;FALSCH;;GeismarLuc;;WAHR
Grégoire de Fournas;Q63763125;;FALSCH;;gdefournas;;WAHR
Geneviève Darrieussecq;Q3100615;http://commons.wikimedia.org/wiki/Special:FilePath/Genevi%C3%A8ve%20Darrieussecq%20-%202017.jpg;FALSCH;;gdarrieussecq;;WAHR
Gérald Darmanin;Q3123610;http://commons.wikimedia.org/wiki/Special:FilePath/Photo%20portrait%20de%20G%C3%A9rald%20DARMANIN.jpg;FALSCH;;GDarmanin;;WAHR
Stéphanie Galzy;Q112650407;http://commons.wikimedia.org/wiki/Special:FilePath/St%C3%A9phanie%20Galzy%2C%20d%C3%A9put%C3%A9%20de%20la%205%C3%A8me%20Circonscription%20de%20l%27H%C3%A9rault.jpg;FALSCH;;GalzyStephanie;;WAHR
Gabriel Attal;Q30339350;http://commons.wikimedia.org/wiki/Special:FilePath/Gabriel%20Attal%2002%20%28cropped%29.jpg;FALSCH;;GabrielAttal;;WAHR
Gabriel Amard;Q3093583;;FALSCH;;gabrielamard;;WAHR
Guillaume Vuilletet;Q30343165;http://commons.wikimedia.org/wiki/Special:FilePath/Guillaume-Vuilletet.png;FALSCH;;g_vuilletet;;WAHR
Guillaume Gouffier-Cha;Q30349376;http://commons.wikimedia.org/wiki/Special:FilePath/Guillaume%20Gouffier-Cha%202017.jpg;FALSCH;;G_GouffierCha;;WAHR
Frédéric Zgainski;Q112897421;;FALSCH;;FZ_Cestas;;WAHR
Frédéric Valletoux;Q33112205;http://commons.wikimedia.org/wiki/Special:FilePath/UMP%20regional%20elections%20IlM%202010-02-18%20n01.jpg;FALSCH;;fredvalletoux;;WAHR
Frédéric Mathieu;Q112650448;;FALSCH;;frdric_mathieu;;WAHR
Frédéric Maillot;Q112633707;;FALSCH;;frdric_maillot;;WAHR
François Piquemal;Q112110960;;FALSCH;;FraPiquemal;;WAHR
Frantz Gumbs;Q3083060;;FALSCH;;frantzgumbs;;WAHR
Frank Giletti;Q112579260;;FALSCH;;FrankGiletti;;WAHR
François Ruffin;Q3085763;http://commons.wikimedia.org/wiki/Special:FilePath/Fran%C3%A7ois%20Ruffin%20lors%20du%20D%C3%A9pu%27tour%20le%2011%20septembre%202020.jpg;FALSCH;;Francois_Ruffin;;WAHR
Franck Riester;Q64463;http://commons.wikimedia.org/wiki/Special:FilePath/Franck%20Riester%202019%20%28cropped%29.jpg;FALSCH;;franckriester;;WAHR
Franck Allisio;Q47539353;;FALSCH;;franckallisio;;WAHR
Marie-France Lorho;Q37946793;http://commons.wikimedia.org/wiki/Special:FilePath/Congr%C3%A8s%20UD%2084%20Don%20du%20Sang%20-%20Marie%20France%20Lorho%202.jpg;FALSCH;;FranceLorho;;WAHR
Frédéric Cabrolier;Q5506680;;FALSCH;;Fr_Cabrolier;;WAHR
Frédéric Petit;Q30336862;http://commons.wikimedia.org/wiki/Special:FilePath/2019-03-28%20Fr%C3%A9d%C3%A9ric%20Petit%206736.jpg;FALSCH;;fpetitAN;;WAHR
Francesca Pasquini;Q112651177;;FALSCH;;FMPasquini;;WAHR
Frédérique Meunier;Q30339260;;FALSCH;;fmeunier19;;WAHR
Florian Chauche;Q112635154;;WAHR;https://pbs.twimg.com/profile_images/1570383826215370754/mW9baxsp_normal.jpg;FlorianChauche9;Député de la 2e circonscription du Territoire de Belfort.;WAHR
Florent Boudié;Q2856427;;FALSCH;;florent_boudie;;WAHR
Florence Goulet;Q111685345;;FALSCH;;FlorenceGoulet4;;WAHR
François Jolivet;Q30349518;http://commons.wikimedia.org/wiki/Special:FilePath/Fran%C3%A7ois%20Jolivet.jpg;FALSCH;;FJolivet36;;WAHR
Sylvie Ferrer;Q112651749;http://commons.wikimedia.org/wiki/Special:FilePath/Sylvie%20ferrer%20manifestation.jpg;FALSCH;;FerrerSylvie11;;WAHR
Marc Ferracci;Q29634279;http://commons.wikimedia.org/wiki/Special:FilePath/Marc%20Ferracci.jpg;FALSCH;;FerracciMarc;;WAHR
Félicie Gérard;Q112651528;;FALSCH;;FelicieGerard;;WAHR
Frédéric Descrozaille;Q30342968;http://commons.wikimedia.org/wiki/Special:FilePath/Fr%C3%A9d%C3%A9ric%20Descrozaille%20%28photographie%20officielle%29.jpg;FALSCH;;fdescrozaille;;WAHR
François Cormier-Bouligeon;Q30349104;http://commons.wikimedia.org/wiki/Special:FilePath/Fran%C3%A7ois%20Cormier-Bouligeon%204%20colonnes%2019224.jpg;FALSCH;;FCBDeputeduCher;;WAHR
Olivier Faure;Q3351018;http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20d%27Olivier%20Faure.jpg;FALSCH;;faureolivier;;WAHR
Dominique Faure;Q65580703;;FALSCH;;FaureDominique;;WAHR
Farida Amrani;Q40289093;http://commons.wikimedia.org/wiki/Special:FilePath/2019-04-26%2020-05-44%20meeting-FI-Audincourt.jpg;FALSCH;;farida_amrani_;;WAHR
Fanta Berete;Q112892896;http://commons.wikimedia.org/wiki/Special:FilePath/Fanta%20Berete%202020.jpg;FALSCH;;Fanta_B;;WAHR
Frédéric Falcon;Q112639617;http://commons.wikimedia.org/wiki/Special:FilePath/Photo%20d%C3%A9bat%20l%C3%A9gislatives%202022.jpg;FALSCH;;FalconFrederic;;WAHR
Fabrice Brun;Q30339239;;FALSCH;;FabriceBrun;;WAHR
Fabienne Colboc;Q30335893;http://commons.wikimedia.org/wiki/Special:FilePath/Fabienne%20Colboc.jpg;FALSCH;;fabiennecolboc;;WAHR
Fabien Di Filippo;Q30451909;http://commons.wikimedia.org/wiki/Special:FilePath/Fabien%20Di%20Filippo.jpg;FALSCH;;FabienDiFilippo;;WAHR
Fabien Roussel;Q30388733;http://commons.wikimedia.org/wiki/Special:FilePath/Roussel%20Fabien%201.jpg;FALSCH;;fabien_roussel;;WAHR
Fabien Lainé;Q30729390;;FALSCH;;fabien_laine;;WAHR
François Gernigon;Q63765537;;FALSCH;;F_Gernigon;;WAHR
Françoise Buffet;Q63766741;http://commons.wikimedia.org/wiki/Special:FilePath/Fran%C3%A7oise%20Buffet%20par%20Claude%20Truong-Ngoc%20janvier%202013.jpg;FALSCH;;F_Buffet;;WAHR
Estelle Youssouffa;Q107449933;http://commons.wikimedia.org/wiki/Special:FilePath/Estelle%20Youssouffa%20%28cropped%29.png;FALSCH;;EYoussouffa;;WAHR
Erwan Balanant;Q30348579;;FALSCH;;erwanbalanant;;WAHR
Ersilia Soudais;Q112652742;http://commons.wikimedia.org/wiki/Special:FilePath/ErsiliaSoudaisPL.jpg;FALSCH;;ErsiliaSoudais;;WAHR
Éric Woerth;Q288486;http://commons.wikimedia.org/wiki/Special:FilePath/%C3%89ric%20Woerth%202.jpg;FALSCH;;ericwoerth;;WAHR
Éric Pauget;Q30339237;http://commons.wikimedia.org/wiki/Special:FilePath/Eric%20Pauget%202.jpg;FALSCH;;EricPAUGET1;;WAHR
Éric Coquerel;Q17485936;http://commons.wikimedia.org/wiki/Special:FilePath/Eric%20Coquerel%20en%202017.jpg;FALSCH;;ericcoquerel;;WAHR
Éric Alauzet;Q2754524;http://commons.wikimedia.org/wiki/Special:FilePath/%C3%89ric%20Alauzet%20%28cropped%29.jpg;FALSCH;;ericalauzet;;WAHR
Éric Poulliat;Q30530581;;FALSCH;;EPoulliat;;WAHR
Emmanuel Pellerin;Q112573886;;FALSCH;;EmmanuelPeller1;;WAHR
